Shorts Title,Upload Date,Upload Day,Duration,Views,Likes,Comments,Hashtags,Watch Time,Views Like Ratio,Views Comment Ratio,Watch Time per Views,Likes Comment Ratio,Audience Engagement Rate,Newest 5 Comment
ye bhi bana kar dheko,29/05/2025,Thursday,00:58,1032281,25000,271,#sabji,16631.2,41.29124,3809.154982,0.016111117,92.25092251,2.45%,"""Mujhe laga ki Tuti fruity banne ja rahi hai. Aapane Kuchh naya Kiya ine tarbuj ki chhilkon ke sath, thank you sir"",""We make same way Pumpkin ka sabji very yummy"",""Hum cow ko khila dete h slices krke.. bechari Awara cow to jo mile usme khush"",""Mai to hamesha ye bnati hu bahut yummy bnti hai"",""We keep that part for stray cows... Veggies fruits k chilke to atleast animals ko khane k liye chod Dene chahiye"",""My mother used to make veggie of this part with mustard and garlic"""
Aloosabji,30/05/2025,Friday,01:00,852309,33000,178,#aloosabji,13968.4,25.82754545,4788.252809,0.016388892,185.3932584,3.89%,"""Yummy food Recipe"",""Ye recipe amazing hai per itne mehnat muj nahi ho payega"",""Wow apki dish boht achi hoti hai"",""Very tasty..but isko banane mein more than 1hr lag jata hai"",""“life’s too short” for this particular recipe"",""Aapki recipes + aawaz = Chef's kiss! Thank u for sharing"",""Amazing new recipe mujhe bahut pasand aai"""
Namkeen,31/05/2025,Saturday,00:58,685943,24000,158,#teatimesnacks,11051.3,28.58095833,4341.411392,0.016111105,151.8987342,3.52%,"""Waah waah swadhisht yummy yummy recipe"",""Wow mai jab bhi resipi dekhti hu to mera haal wo alg baat h aaj tak kabhi kuchh banaya nhi h bas dekhti hu or fir bas dekhti hu or dekhti rahti hu"",""Wow nice"",""Looking delicious and mouthwatering nicely prepared must try"",""Beautiful recipe waah swadisht yummy yummy"",""Jldi se bn bhi jaayega aur tasty bhi h"",""waah mujhe bhi pasand hai namkeen so yummy"""
Tea Time Snack,01/06/2025,Sunday,00:59,604659,15000,78,#snack,9909.7,40.3106,7752.038462,0.016388907,192.3076923,2.49%,"""Mai bhi bna kr dekhti hu ye recipe bhut achi lgi mujhe ye recipe"",""Delicious mouth watering yummy"",""kitna yummy hai aur voice ka toh kyaa hi kehna"",""My mother used to make it."",""Best recipe"",""In Maharashtra it is called pohyancha Chiwda My favourite"",""Hum bhi banate hai bahut accha lagta hai"""
Salad,02/06/2025,Monday,00:44,958417,28000,148,#salad,11713.9,34.22917857,6475.790541,0.012222133,189.1891892,2.93%,"""Chickpeas, rajma, kala chana etc should be boiled ... Also add pink himalayan salt for easier digestion... Otherwise, its a recepie for gas and bloating..."",""Yes I want same type of healthy receipe"",""बहुत ही हेल्दी और टेस्टी है पढ़ने वाले बच्चों को बनाकर देंगे जब उनको कुछ चटपटा खाने की क्रेविंग होगी..."",""Yes I want same type of healthy recipes"",""Sir, aapki sari recipes mein jadu magic hai"",""Yes I need more recipe"""
Kathal Snack,03/06/2025,Tuesday,01:13,501804,11000,70,#snack,10175.5,45.61854545,7168.628571,0.020277838,157.1428571,2.20%,"""Wow too yummy"",""Ye hamare ghar hamesa banta he bas thoda catch he thoda arwa chawal ko bhagao after half an hour jeera lesun sukhi lal mirch k sath grind Karo fir ye boiled kathal ko usmey add Karo with salt and turmeric and chilli adjust Karo tawa par shallow fry karo don't forget to add some white sesame seed for extra crunch aap chawal dal k sath kha sakt ho. Odisha me ek traditional dish he ye barter me aap chahe kathal dalo aloo dalo baingan dalo karela dalo parwal dalo. Kuchh b use kar sakte ho aur Odisha me sabhi ka favourite hota he specially pumpkin flower k sath aur pake huye kathal ki beej hota he usko sukha kar b aisa banate he"",""Kathal ke cutlet bhi bahut swadisht bante hain"",""Kathal ke pakode bhut tasty lgte h vo v taaji tuti ho paki na ho jyada to or v tasty hmne to bhut khaye h"",""Thanks share this recipe"""
Healthy Salad,04/06/2025,Wednesday,01:06,639654,28000,109,#snack,11726.9,22.84478571,5868.385321,0.018333193,256.8807339,4.39%,"""Looking so yummy"",""Ramdaan dish"",""Good bhai great"",""Healthy and tasty"",""Omg mouthwatering salad."",""This is very healthy as Chana here you just roasted. It is full of protein. So nutrition is intact. Plus you added some salad. Nice one."",""Have tried it twice already within the 24-hour stretch. That's how much I liked it!"""
Aalo Patties,05/06/2025,Thursday,02:11,6795616,212000,477,#snack,247284.9,32.05479245,14246.57442,0.036388887,444.4444444,3.12%,"""hamare school mein baked patties milti thi jo bahut tasty hoti thi"",""ap itni ache se explain krte h bhai ki hr recipe asan lgti h"",""Khaya toh hai bohat baar but For the first time I am seeing this recipe.. Awesome"",""Simple explanation nd delicious recipe"",""Dekh kar muh me pani aa jata h"",""Badhiya recipe simple but sabko pasand aaye aisi"""
Aalo ki Sukhi Sabji,06/06/2025,Friday,01:06,875049,28000,104,#sabji,16042.6,31.25175,8413.932692,0.018333373,269.2307692,3.21%,"""Meri bachpan ki recipe mommy banati thi aaj v wohi alu meri favourite h"",""Wow very easy recipe and yummy too"",""Daal chawal ke sath hi aalu ki sabji bahut hi mast lagti hai vah yummy"",""Sir, Any dish prepared by you always appears to be tempting & must try"",""Looking Very testy...so delicious tnx dear"",""Ise humare yahan bohut banate hain Hum ise sikdiya kehte gain"",""Main bhi sach mein na subah uthkar sabse pehle yehi banati hu"""
Shahi Tukda,07/06/2025,Saturday,00:57,540218,14000,58,#sweetrecipe,8553.5,38.587,9314.103448,0.015833423,241.3793103,2.60%,"""Very diabetically sweet dish"",""Your recipe just"",""Bhaiya....Isi ko Shahi Tukda Bolte hai"",""Sir apki har ek video mere ko bahut jyada pasand h"",""Tried ur most of the recipes chef...Ur recipes are amazing chef..they turned out yummy"",""Bhaiya greebo ke liye bhi kuch accha sa bnana. Sikha doge kya"",""Your voice 's so calming"""
Mirchi Ka vada,08/06/2025,Sunday,01:05,819417,22000,79,#snack,14795,37.24622727,10372.36709,0.01805552,278.4810127,2.69%,"""Wow I like it"",""बेसन के घोल में 2 चुटकी खाने वाला सोडा डालें तो सही मायने में ये जोधपुर का मिर्ची बड़ा बन जायेगा"",""Mujhe bhi bahut zyada favourite"",""Besan mix mein aur aloo filling mein heeng daalne se aur bhi awesome lagenge. Aloo ke masale ko agar thode se oil mein saute kar lenge tab to kehna hi kya"",""Aapke batane ke tarike se har recipe itni aasaan lagne lagti hai. Saadharan tarika banane ka par swaad bemisaal"",""My favorite snack recipe mirchi ka bajji"",""omg most favorite very tasty"""
Palak Tikki,09/06/2025,Monday,01:09,4015068,83000,341,#snack,76955.5,48.37431325,11774.39296,0.019166674,243.4017595,2.08%,"""Dal.palak,palak aloo my maa hath palak paneer. bestest yeh must try hai waah"",""पालक के परांठे देसी घी लगाकर"",""mouth watering.. so tempting never thought for such a nice recipe of spinach"",""Wonderful recipe thank you for sharing"",""Very nice recipe for weight loss journey"",""Palak, Tamataur aur Hari Mirchi ki Sukhi Sanji is My All Time Favorite"""
Sabji,10/06/2025,Tuesday,01:39,1088700,37000,130,#sabji,29939.3,29.42432432,8374.615385,0.027500046,284.6153846,3.41%,"""Apke recipes se to inspire hokr hmesha hi bnati hu...... But ab to apke hath ka bna hua khane ka mn ho rha h"",""Very good healthy recipe"",""Wow very tasty yummy recipe"",""Ghar ke khane se hi pet bharta hai bhai lajawab yummy enjoy your life dear"",""Apke recipies muze bohot acche lagte hai. Thank you so much...Itna accha channel bnakr itna accha khana banakr sikhane keliye"",""Your all recipes very nice easy"",""Wohhh woohh wohhh tasty lg rha he"""
Salad,11/06/2025,Wednesday,00:55,5322397,105000,322,#salad,81314.4,50.68949524,16529.18323,0.015277778,326.0869565,1.98%,"""Ys muh me pani aagaya ji, ekdam healthy salad, god bless u, aj hi banaungi"",""Itna tasty lagg rha hai ki mann kr rha hai khane ka"",""Lovely. We have it without the dahi. Will surely try this way too."",""Really yeah sach muchh healthy hain great chef sir"",""Thank you so much. My daily diet you turned into wonderful snack"",""Genius Chef wow healthy recipe"""
Soya Chaap Tikka,12/06/2025,Thursday,01:51,438665,13000,75,#snack,13525.5,33.74346154,5848.866667,0.030833324,173.3333333,2.98%,"""I follow same recipe for my tikka starters."",""Maine try kiya bhot testy bna hain sach me"",""Apki voice bhut meeti hai sir so thank you recipe share karne ki liye"",""Wow looks yummy"",""Koi bhi restaurant wala iski recipe share nahin karta thank you so much for sharing"",""Wow very creative recipe chap recipe good shared this recipe"""
Spicy Maggi,13/06/2025,Friday,01:25,3552463,176000,376,#maggi,83877.6,20.18444886,9448.039894,0.023611112,468.0851064,4.96%,"""Mast..abhi banati hu..bhookh thi nhi..but ye dekh k lag gyi. Thankew bhayi"",""Wow mouth watering"",""Ye bhut tasty bnta h..jarur try krna...1 tip oil me hi garlic fry Krna fir mix krna"",""Meine aaj hi try kiya aap ka short dekhe ne se pehle to spiceee"",""His voice is amazing"",""Dekhkar bhookh lag gayi par abhi khana khaya hai woow so delicious"""
Crispy Masala Corn,14/06/2025,Saturday,01:08,500390,13000,78,#snack,9451.8,38.49153846,6415.25641,0.018888867,166.6666667,2.61%,"""Wow very tasty and new recipe"",""Hi! Please do a video for your home/kitchen tour, the utensils you use, etc. Really interested and feels excited already. Thanks!"",""Bahot healthy recipe he"",""Bahut oily item hai bhai"",""Delicious recipe"",""Very dilicious recipe."",""I would like to eat this with nachos or chips. I'll definitely try this"",""Bhai please make dahi raita recipe"",""Wow very unique recipe, good idea genius Chef"""
Mushroom Kalimirch,15/06/2025,Sunday,01:17,730172,19000,77,#sabjirecipe,15617.6,38.43010526,9482.753247,0.021388933,246.7532468,2.61%,"""U are amazing chef as well as u have fantastic voice"",""Mushroom has never been cooked at my home and I’ve never tried it either — no idea why. But after watching Prateek Bhaiya’s mushroom recipe, my heart went 'Garden-Gard...'"",""Mouthwatering...will try it"",""Thank you genius Chef for this yummy and delicious recipe"",""Very spicy"",""Mushroom pepperfry (sabji) looking yummy. Nice !! will make it very soon."",""Will try it"""
Soya Chilli,16/06/2025,Monday,01:39,2270874,70000,157,#soyachilli,62449,32.44105714,14464.16561,0.027499985,445.8598726,3.09%,"""Light and to be consumed for everyday with rice. easy and cheap for all layers of society."",""Khup sopi aani chan. Resepi sangitli dhanyavad"",""Good voice"",""Fry krne ki jagah agr thode se oil mein dal kar brown hone doge toh yeh healthy version bnega"",""Apki tamatar ki gravy wali sbji bnai thi. Mene panir ke liye. Bhot tasty matar panir bna gravy hotel style. Thankyou sir"""
Pakode,17/06/2025,Tuesday,00:59,1988041,50000,147,#snack,32581.8,39.76082,13524.08844,0.016388897,340.1360544,2.52%,"""Wow! Very simple yet delicious looking recipe. Will surely try. I love this type of simple, easy and quick to eat recipe."",""Omg my favorite love onion pakode very delicious and tasty"",""Hm kyu dekhte h ye sab video bana to pate nhi h par muh me pani jarur aa jata h"",""Hamare yha par to barish shuru huye sirf 3 din huye hai"",""Humare yaha 3din se barish ho rhi hai Or mai aaj ye banayi thi"",""This is the best recipe I have ever tried."""
Soya Afghani,18/06/2025,Wednesday,01:27,1314253,43000,142,#sabjirecipe,31761.1,30.56402326,9255.302817,0.024166656,302.8169014,3.28%,"""Wah kya mazedar aur swadisht vyjan banaya hai aapne kal hi try karungi"",""Awesome recipe Paka mixture thanda kar ke hi mixie mein lagana guys... heat se khul ke harm kar sakte hai . Ya toh 2-3 ice-cubes dal dena"",""Bro testy video but main ne try kiya tha aap na soya ko thoda sa agar pehele halka fry kardoge kam oil mai ya oil ke bina bi toh aur bhi testy lagega love from ODISHA"",""This tastes delicious maine bhi bnaya or ek dum tasty lga sbko Thanks bhaiya for this recipe"",""Yummy"",""Wow very easy"",""All rcps are tasty"""
Paneer ki Sabji,19/06/2025,Thursday,01:27,926284,33000,167,#sabjirecipe,22385.2,28.06921212,5546.610778,0.02416667,197.6047904,3.58%,"""Cooking video na na na na Gyan paneer promotion video"",""Great chef sir"",""Nhi aap bahut achhi banate respi"",""Simple yet so so yummy"",""That looks very delicious but what i think is a little oil is mandatory for cooking"",""Pehle log Gyaan ki baate diya karte the Aaj log Gyaan ka Paneer de rahe hai"""
Korean Style Veg Bibimbap,20/06/2025,Friday,02:28,414673,16000,256,#koreanrecipe,17047.7,25.9170625,1619.816406,0.041111189,62.5,3.92%,"""Everyone - Indian is best, no one can beat Indian cuisine Me - How many pans did you used"",""2 mint bolke 3, 4 gnta laga diya"",""You are washing pan before sauteing each vegetable to look clean everything for the video.. manna padega bhai.. kamal ka dedication hai"",""Salute to the dedication of brother to clean the pan for sauteing every batch of veggie"",""Yeh recipe Koreans ko hi mubaarak Mai Rajma chawal se hi khush hu"",""हमारा दाल भात आलू भुजिया का kisi se koi match nhi"""
Matar Snack,21/06/2025,Saturday,01:21,776385,22000,83,#snack,17468.7,35.29022727,9354.036145,0.022500048,265.060241,2.84%,"""yeh hai aam zindagi, or yeh hai mentos zindagi Aapki awaaz wo TV pe Mentos wala"",""What amazing recipe my favorite recipe"",""Sir aapki aawaz aur new recipe bahut achhi hai"",""Very nice recipe"",""मस्त...बटाट्याशिवाय पौष्टिक पदार्थ! छानंच"""
Soup,22/06/2025,Sunday,01:27,158893,5900,73,#soup,3839.9,26.93101695,2176.616438,0.024166578,80.82191781,3.75%,"""kya voice hai waah"",""Get well soon"",""Best recipe easy tasty"",""Wow healthy soup"",""Any vegetable with thin and hot gravy with very thin chapati or soup with bread. If my nose isn't blocked and I can taste the food maybe I'll go for maggie"",""My genius chef get well soon. Love all recipes. Wow healthy soup"",""Nzr lag gai etni achi voice ko ooooo"""
Kabuli Chana Salad,23/06/2025,Monday,01:15,304524,11000,51,#salad,6344.3,27.684,5971.058824,0.020833498,215.6862745,3.63%,"""Super Tasty"",""Masha Allah your recipe"",""Imagine getting pinned by your favourite YouTuber. Btw I am 14 years old and have already tried almost all of your recipes"",""Dahi wali chana salad banaya tha yummy bana tha"",""Marshall very creative salad wow"",""Hmm looking so yummy, mouthwatering. It's very easy and full healthy"""
Dahi ke Sholey,24/06/2025,Tuesday,01:16,4956542,137000,471,#snack,104638.1,36.17913869,10523.44374,0.021111109,290.8704883,2.77%,"""Waah Bhayi Waah kya baat hai.. Dahi ki Toffees. Kya Style hai"",""Bhai saab, ekdum badhiyaan recipe. Dekh kar hi jo bhar gaya, jab khayega tab kya haal hoga?"",""Wooooow yummy surely I will try this"",""Waah bhai kya recipe hai dekh ke hi mann bhar gaya"",""Aapki recipes bahot unique hoti hai main bahot bar banati hun to sabko pasand aati hai"",""Your recipes are really tempting. I will try making it"""
Veg Frankie,25/06/2025,Wednesday,01:41,658004,30000,104,#snack,18460.7,21.93346667,6326.961538,0.028055605,288.4615385,4.58%,"""Wow very easy creative recipe and sooo delicious and tasty"",""Gehu ke aate se healthy banta hai"",""I'm sooo hungry. Thank you for the recipe."",""Khup chan videos astatat dada tumche mi ghari pan try karte recipe"",""Pure din tasty snacks ki video dekhti hu last main dal roti khati hu"",""I want to try it with paneer."",""Wow very easy creative recipe and sooo delicious and tasty"""
Tikki,26/06/2025,Thursday,01:44,846414,33000,88,#snack,24451.9,25.64890909,9618.340909,0.028888818,375,3.91%,"""Kaash aap mere bade ya chhote bhai hote, zindagi jeene ka maza hi alag hota"",""Phirse pakoda hi bana diya"",""Haan mujhe dekh ke mazaa aya. Haan main ye banane ka try karunga aur haan mujhe ye pasand bhi ayega"",""Lajawab recipe"""
Masaledar Khasta Kachori,27/06/2025,Friday,02:16,449663,15000,64,#kachori,16987.3,29.97753333,7025.984375,0.037777847,234.375,3.35%,"""Sounds tasty. Well briefed... Quick n clear"",""Very Testy"",""Nice kachori recipe"",""Everything is temporary but Kashmiri Lal mirch is permanant"",""Yummy yummy very tasty"",""जय श्री राम"",""Nice"""
Nuggets,28/06/2025,Saturday,01:14,215850,7900,47,#snack,4436.9,27.32278481,4592.553191,0.020555478,168.0851064,3.68%,"""At the end Aloo hi kaam me aya"",""This is called new innovation.. I'm vegetarian... Sunday special may kal yahi banega ab to.. Thanks"",""Mast mast ekdam"",""Recipe to perfect hain 5M ke Congo bahut Badhai"",""Nice and easy recipes"",""Wow Pratik SAR aapane to test hi change kar diya yaar bahut hi badhiya banaen"",""Wow genius Chef my all time favorite soya"""
Snack,29/06/2025,Sunday,00:48,370097,14000,57,#snack,4934.6,26.4355,6492.9,0.013333261,245.614035,3.79%,"""Bahot achha chakhna banaya aapne"",""Wow very easy and testy recipe"",""Wow very easy and tasty chat recipe"",""Mera toh Pani nikal gya"",""Bahut testy"""
Chai,30/06/2025,Monday,00:47,52729,2447,26,#chai,688.4,21.54842664,2028.038461,0.013055434,94.11538461,4.69%,"""Tulsi ki Chai is my favourite. Kuch to hai Tulsi mai jis wajah se ise chai mai daalte hi chai apne aap swadist ho jaati hai or Prasaad ki tarah lagne lagti hai"",""Chai is love. Chai is an emotion"",""Yes, I tried this! It sounds very tasty and real taste of a Tea. And Tulsi gives so pleasant moment with every sip, yet Pudina is verified for some high fragrance... + Ginger"",""Used some other ingredients.. make tea fantastic like Sauf, black pepper, Cloves, Cardamom,..."",""Very fantastic tea, chai friendly"",""Sach me aaj banai thi chai to amrut lagne lagi very"""
